measured,configuration,config_crusher,config_crusher_std,brute_force,brute_force_std,absolute error,relative % error,squared error
"true","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC]",6.338,0.0,5.555,0.263,0.783,14.095,0.613
"true","[MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",47.934,0.0,48.283,0.432,0.349,0.723,0.122
"true","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",19.994,0.0,19.461,0.544,0.533,2.739,0.284
"false","[DEEPCOPY, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",44.34,0.0,50.958,0.316,6.618,12.987,43.798
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",16.16,0.0,25.716,0.326,9.556,37.16,91.317
"true","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER]",9.956,0.0,8.664,0.181,1.292,14.912,1.669
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",48.87,0.0,50.208,0.473,1.338,2.665,1.79
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",6.401,0.0,5.588,0.219,0.813,14.549,0.661
"false","[DEEPCOPY, TRANSIENTMODE, CLOCK]",6.387,0.0,8.606,0.178,2.219,25.784,4.924
"false","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",19.996,0.0,19.615,0.407,0.381,1.942,0.145
"false","[FILEAGETHRESHOLD, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",48.117,0.0,47.852,0.285,0.265,0.554,0.07
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",6.211,0.0,8.124,0.326,1.913,23.548,3.66
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, CLOCK]",9.84,0.0,18.788,0.207,8.948,47.626,80.067
"true","[FILEAGETHRESHOLD, DISKSYNC]",43.838,0.0,44.181,0.446,0.343,0.776,0.118
"false","[FILEAGETHRESHOLD, DEEPCOPY, DISKSYNC, SNAPSHOTSERIALIZER]",43.808,0.0,49.399,0.938,5.591,11.318,31.259
"false","[TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",10.031,0.0,9.491,0.453,0.54,5.69,0.292
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, SNAPSHOTSERIALIZER]",6.173,0.0,8.586,0.149,2.413,28.104,5.823
"true","[JOURNALSERIALIZER, CLOCK]",16.669,0.0,14.915,0.43,1.754,11.76,3.077
"false","[DEEPCOPY, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",15.775,0.0,18.589,0.364,2.814,15.138,7.919
"false","[FILEAGETHRESHOLD, DEEPCOPY, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",53.978,0.0,69.06,0.387,15.082,21.839,227.467
"false","[DEEPCOPY, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",53.506,0.0,67.353,0.88,13.847,20.559,191.739
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER, CLOCK]",16.211,0.0,25.622,0.569,9.411,36.73,88.567
"false","[DEEPCOPY, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",54.564,0.0,68.265,0.647,13.701,20.07,187.717
"true","[DISKSYNC]",43.927,0.0,42.945,0.645,0.982,2.287,0.964
"true","[JOURNALSERIALIZER]",15.836,0.0,15.449,0.258,0.387,2.505,0.15
"false","[DEEPCOPY, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",15.929,0.0,18.492,0.597,2.563,13.86,6.569
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, CLOCK]",9.878,0.0,18.959,0.708,9.081,47.898,82.465
"false","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",20.392,0.0,18.277,0.635,2.115,11.572,4.473
"true","[TRANSIENTMODE, MONITOR, FILESIZETHRESHOLD]",6.464,0.0,5.699,0.226,0.765,13.423,0.585
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR]",6.316,0.0,8.605,0.213,2.289,26.601,5.24
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",49.434,0.0,47.057,0.377,2.377,5.051,5.65
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, FILESIZETHRESHOLD]",6.74,0.0,8.127,0.322,1.387,17.067,1.924
"false","[FILEAGETHRESHOLD, DEEPCOPY, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",16.525,0.0,25.905,0.322,9.38,36.209,87.984
"false","[FILEAGETHRESHOLD, DEEPCOPY, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",43.959,0.0,50.887,0.216,6.928,13.614,47.997
"false","[DEEPCOPY, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",53.867,0.0,69.367,0.605,15.5,22.345,240.25
"false","[DEEPCOPY, MONITOR, FILESIZETHRESHOLD]",15.766,0.0,18.749,0.145,2.983,15.91,8.898
"false","[FILEAGETHRESHOLD, DEEPCOPY, MONITOR, DISKSYNC]",44.467,0.0,49.884,0.397,5.417,10.859,29.344
"false","[TRANSIENTMODE, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",6.365,0.0,6.149,0.268,0.216,3.513,0.047
"true","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, CLOCK]",6.905,0.0,5.625,0.259,1.28,22.756,1.638
"true","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, CLOCK]",10.003,0.0,8.584,0.252,1.419,16.531,2.014
"false","[FILEAGETHRESHOLD, DEEPCOPY, MONITOR, JOURNALSERIALIZER]",16.523,0.0,25.392,0.952,8.869,34.928,78.659
"true","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",20.39,0.0,19.014,0.523,1.376,7.237,1.893
"false","[FILEAGETHRESHOLD, DEEPCOPY, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",16.523,0.0,25.688,0.486,9.165,35.678,83.997
"false","[DEEPCOPY, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",43.183,0.0,50.628,0.396,7.445,14.705,55.428
"true","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",48.523,0.0,47.742,1.001,0.781,1.636,0.61
"false","[FILEAGETHRESHOLD, DEEPCOPY, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",53.98,0.0,68.75,0.818,14.77,21.484,218.153
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",6.246,0.0,8.755,0.235,2.509,28.658,6.295
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",7.015,0.0,5.739,0.266,1.276,22.234,1.628
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",16.213,0.0,25.984,0.5,9.771,37.604,95.472
"false","[DEEPCOPY, MONITOR]",11.969,0.0,14.339,0.261,2.37,16.528,5.617
"false","[DEEPCOPY, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",53.508,0.0,68.354,0.733,14.846,21.719,220.404
"false","[FILEAGETHRESHOLD, DEEPCOPY, JOURNALSERIALIZER, FILESIZETHRESHOLD]",19.82,0.0,29.759,0.7,9.939,33.398,98.784
"false","[TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",10.321,0.0,8.436,0.476,1.885,22.345,3.553
"false","[FILEAGETHRESHOLD, DISKSYNC, SNAPSHOTSERIALIZER]",43.84,0.0,43.554,0.629,0.286,0.657,0.082
"false","[TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, CLOCK]",6.291,0.0,5.716,0.05,0.575,10.059,0.331
"false","[FILEAGETHRESHOLD, DEEPCOPY, MONITOR, CLOCK]",12.113,0.0,14.846,0.454,2.733,18.409,7.469
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",10.392,0.0,19.071,0.325,8.679,45.509,75.325
"false","[DEEPCOPY, JOURNALSERIALIZER, CLOCK]",16.637,0.0,25.677,0.269,9.04,35.207,81.722
"false","[SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",15.961,0.0,14.307,0.374,1.654,11.561,2.736
"false","[TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",10.403,0.0,8.632,0.247,1.771,20.517,3.136
"false","[FILEAGETHRESHOLD, DEEPCOPY, JOURNALSERIALIZER, CLOCK]",16.521,0.0,27.018,0.921,10.497,38.852,110.187
"false","[SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",15.807,0.0,13.984,0.444,1.823,13.036,3.323
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",10.57,0.0,8.926,0.404,1.644,18.418,2.703
"false","[FILEAGETHRESHOLD, DEEPCOPY, MONITOR, FILESIZETHRESHOLD, CLOCK]",15.83,0.0,18.97,0.187,3.14,16.552,9.86
"false","[DEEPCOPY, JOURNALSERIALIZER]",15.804,0.0,26.543,0.742,10.739,40.459,115.326
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",10.456,0.0,8.516,0.368,1.94,22.781,3.764
"false","[FILEAGETHRESHOLD, DEEPCOPY, MONITOR, FILESIZETHRESHOLD]",15.455,0.0,18.954,0.658,3.499,18.46,12.243
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",6.486,0.0,8.697,0.222,2.211,25.423,4.889
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, CLOCK]",6.311,0.0,6.071,0.259,0.24,3.953,0.058
"false","[SNAPSHOTSERIALIZER, CLOCK]",12.643,0.0,10.881,0.305,1.762,16.193,3.105
"false","[DEEPCOPY, JOURNALSERIALIZER, FILESIZETHRESHOLD]",19.709,0.0,33.205,1.048,13.496,40.644,182.142
"false","[TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",10.513,0.0,9.683,0.236,0.83,8.572,0.689
"true","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",49.432,0.0,48.028,0.442,1.404,2.923,1.971
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",10.388,0.0,8.944,0.238,1.444,16.145,2.085
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",6.296,0.0,8.382,0.333,2.086,24.887,4.351
"false","[TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",9.939,0.0,9.61,0.411,0.329,3.424,0.108
"false","[TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER]",6.35,0.0,6.164,0.248,0.186,3.018,0.035
"false","[FILEAGETHRESHOLD, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",15.57,0.0,14.009,0.298,1.561,11.143,2.437
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, CLOCK]",10.395,0.0,17.826,0.641,7.431,41.686,55.22
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",6.393,0.0,8.247,0.121,1.854,22.481,3.437
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",6.425,0.0,5.661,0.303,0.764,13.496,0.584
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",9.912,0.0,9.41,0.298,0.502,5.335,0.252
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, CLOCK]",6.333,0.0,8.283,0.121,1.95,23.542,3.802
"false","[TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",6.28,0.0,5.868,0.22,0.412,7.021,0.17
"false","[FILEAGETHRESHOLD, DEEPCOPY, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",20.507,0.0,31.361,0.592,10.854,34.61,117.809
"false","[MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",54.598,0.0,54.204,0.759,0.394,0.727,0.155
"false","[DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",44.372,0.0,43.016,0.691,1.356,3.152,1.839
"true","[DEEPCOPY, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",18.853,0.0,18.585,0.413,0.268,1.442,0.072
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER]",9.924,0.0,18.804,0.283,8.88,47.224,78.854
"true","[MONITOR, DISKSYNC, FILESIZETHRESHOLD]",47.505,0.0,47.526,0.515,0.021,0.044,0
"false","[FILEAGETHRESHOLD, SNAPSHOTSERIALIZER, CLOCK]",13.515,0.0,11.078,0.204,2.437,21.999,5.939
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",9.948,0.0,8.624,0.448,1.324,15.353,1.753
"false","[DEEPCOPY, DISKSYNC, FILESIZETHRESHOLD]",47.965,0.0,55.632,0.679,7.667,13.782,58.783
"false","[DEEPCOPY, MONITOR, FILESIZETHRESHOLD, CLOCK]",15.559,0.0,19.824,0.632,4.265,21.514,18.19
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",6.346,0.0,8.942,0.262,2.596,29.032,6.739
"false","[TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",6.774,0.0,6.381,0.313,0.393,6.159,0.154
"false","[FILEAGETHRESHOLD, DEEPCOPY, JOURNALSERIALIZER]",16.421,0.0,26.192,0.489,9.771,37.305,95.472
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",9.88,0.0,18.083,0.13,8.203,45.363,67.289
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER]",6.308,0.0,8.287,0.26,1.979,23.881,3.916
"false","[DEEPCOPY, DISKSYNC, CLOCK]",44.338,0.0,50.405,0.47,6.067,12.037,36.808
"false","[TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",6.613,0.0,5.703,0.235,0.91,15.957,0.828
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, CLOCK]",9.95,0.0,18.92,0.455,8.97,47.41,80.461
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, FILESIZETHRESHOLD, CLOCK]",6.246,0.0,8.046,0.134,1.8,22.371,3.24
"false","[FILEAGETHRESHOLD, DEEPCOPY, DISKSYNC, JOURNALSERIALIZER]",49.06,0.0,62.42,0.655,13.36,21.403,178.49
"false","[FILEAGETHRESHOLD, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",43.991,0.0,44.505,0.848,0.514,1.155,0.264
"false","[FILEAGETHRESHOLD, SNAPSHOTSERIALIZER]",12.505,0.0,11.092,0.419,1.413,12.739,1.997
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",10.308,0.0,18.367,0.12,8.059,43.878,64.947
"false","[TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",9.874,0.0,8.799,0.173,1.075,12.217,1.156
"true","[FILEAGETHRESHOLD, JOURNALSERIALIZER, CLOCK]",16.553,0.0,15.042,0.385,1.511,10.045,2.283
"false","[MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",49.177,0.0,50.243,0.477,1.066,2.122,1.136
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER]",9.997,0.0,17.384,0.476,7.387,42.493,54.568
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, CLOCK]",6.873,0.0,9.329,0.533,2.456,26.327,6.032
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",6.278,0.0,6.219,0.268,0.059,0.949,0.003
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",6.434,0.0,9.198,0.415,2.764,30.05,7.64
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",10.012,0.0,8.927,0.187,1.085,12.154,1.177
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",10.51,0.0,17.522,0.331,7.012,40.018,49.168
"false","[DEEPCOPY, DISKSYNC, JOURNALSERIALIZER, CLOCK]",49.308,0.0,62.603,0.72,13.295,21.237,176.757
"false","[MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",53.54,0.0,55.236,0.75,1.696,3.07,2.876
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, CLOCK]",9.971,0.0,18.319,0.341,8.348,45.57,69.689
"false","[DEEPCOPY, DISKSYNC, SNAPSHOTSERIALIZER]",43.897,0.0,50.289,0.551,6.392,12.711,40.858
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",6.854,0.0,8.152,0.276,1.298,15.922,1.685
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER]",6.532,0.0,8.94,0.349,2.408,26.935,5.798
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",9.852,0.0,18.884,0.518,9.032,47.829,81.577
"false","[FILEAGETHRESHOLD, DEEPCOPY, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",48.085,0.0,54.686,0.575,6.601,12.071,43.573
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",6.348,0.0,8.806,0.232,2.458,27.913,6.042
"false","[FILEAGETHRESHOLD, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",16.555,0.0,14.87,0.238,1.685,11.332,2.839
"false","[DEEPCOPY, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",47.967,0.0,55.72,0.68,7.753,13.914,60.109
"false","[TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER]",6.276,0.0,5.597,0.04,0.679,12.131,0.461
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",6.263,0.0,5.891,0.293,0.372,6.315,0.138
"true","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, CLOCK]",9.91,0.0,8.251,0.472,1.659,20.107,2.752
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, FILESIZETHRESHOLD]",6.432,0.0,7.972,0.347,1.54,19.318,2.372
"false","[DEEPCOPY, DISKSYNC]",43.895,0.0,49.8,0.664,5.905,11.857,34.869
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",6.774,0.0,6.299,0.276,0.475,7.541,0.226
"true","[TRANSIENTMODE, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",9.937,0.0,8.172,0.23,1.765,21.598,3.115
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",54.466,0.0,55.769,0.631,1.303,2.336,1.698
"false","[MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",49.319,0.0,50.96,0.755,1.641,3.22,2.693
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",6.335,0.0,8.008,0.762,1.673,20.892,2.799
"false","[FILEAGETHRESHOLD, DEEPCOPY, MONITOR, SNAPSHOTSERIALIZER]",11.901,0.0,14.106,0.363,2.205,15.632,4.862
"false","[FILEAGETHRESHOLD, DEEPCOPY, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",48.083,0.0,55.067,0.536,6.984,12.683,48.776
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC]",6.306,0.0,8.285,0.185,1.979,23.887,3.916
"true","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, FILESIZETHRESHOLD]",6.261,0.0,5.644,0.207,0.617,10.932,0.381
"false","[FILEAGETHRESHOLD, DEEPCOPY, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",19.822,0.0,32.043,0.345,12.221,38.139,149.353
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",10.394,0.0,18.466,0.85,8.072,43.713,65.157
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC]",6.53,0.0,8.135,0.343,1.605,19.73,2.576
"true","[MONITOR, DISKSYNC, JOURNALSERIALIZER]",49.317,0.0,49.748,0.187,0.431,0.866,0.186
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",9.869,0.0,17.706,0.8,7.837,44.262,61.419
"true","[TRANSIENTMODE, DISKSYNC]",6.274,0.0,5.689,0.223,0.585,10.283,0.342
"true","[TRANSIENTMODE, MONITOR, CLOCK]",6.289,0.0,5.821,0.176,0.468,8.04,0.219
"false","[FILEAGETHRESHOLD, DEEPCOPY, DISKSYNC, JOURNALSERIALIZER, CLOCK]",49.388,0.0,61.52,0.636,12.132,19.72,147.185
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",9.85,0.0,18.177,0.326,8.327,45.811,69.339
"false","[DEEPCOPY, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",21.845,0.0,31.489,0.591,9.644,30.627,93.007
"false","[TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",6.245,0.0,6.196,0.204,0.049,0.791,0.002
"true","[SNAPSHOTSERIALIZER]",12.672,0.0,11.52,0.348,1.152,10,1.327
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",10.316,0.0,18.831,0.207,8.515,45.218,72.505
"false","[DEEPCOPY, MONITOR, SNAPSHOTSERIALIZER]",11.971,0.0,14.069,0.563,2.098,14.912,4.402
"false","[DEEPCOPY, MONITOR, SNAPSHOTSERIALIZER, CLOCK]",12.954,0.0,14.815,0.453,1.861,12.562,3.463
"false","[DEEPCOPY, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",48.458,0.0,56.374,0.7,7.916,14.042,62.663
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",10.318,0.0,18.086,0.297,7.768,42.95,60.342
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",6.298,0.0,8.867,0.363,2.569,28.973,6.6
"false","[FILEAGETHRESHOLD, DEEPCOPY, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",47.948,0.0,55.741,1.193,7.793,13.981,60.731
"true","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",6.772,0.0,5.614,0.35,1.158,20.627,1.341
"false","[DEEPCOPY, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",48.456,0.0,54.501,0.676,6.045,11.092,36.542
"false","[FILEAGETHRESHOLD, DEEPCOPY, MONITOR]",11.899,0.0,14.707,0.36,2.808,19.093,7.885
"false","[FILEAGETHRESHOLD, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",16.147,0.0,14.831,0.272,1.316,8.873,1.732
"true","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",55.544,0.0,54.734,0.832,0.81,1.48,0.656
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER]",9.849,0.0,17.637,0.422,7.788,44.157,60.653
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",9.851,0.0,17.497,0.496,7.646,43.699,58.461
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",55.546,0.0,56.016,0.481,0.47,0.839,0.221
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER]",6.942,0.0,6.096,0.301,0.846,13.878,0.716
"false","[DEEPCOPY, MONITOR, CLOCK]",12.952,0.0,14.697,0.303,1.745,11.873,3.045
"true","[FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",10.454,0.0,8.88,0.3,1.574,17.725,2.477
